,gene,logfc,pvalue,stat
ENSG00000011021,ENSG00000011021,-0.111988416165194,0.219293812160773,-1.22840809082251
ENSG00000116685,ENSG00000116685,0.11527907639812,0.193929655453769,1.2990415932943
ENSG00000083444,ENSG00000083444,0.0965541129255621,0.244882290344653,1.1628699027013
ENSG00000116688,ENSG00000116688,0.0282689528913618,0.668682118072466,0.427957424169725
ENSG00000116691,ENSG00000116691,-0.0780288099226611,0.149160441072293,-1.44250330086098
ENSG00000120949,ENSG00000120949,-0.548563158326622,3.6639816496636e-07,-5.08563496595971
ENSG00000028137,ENSG00000028137,-1.43309851812086,3.46184071243508e-05,-4.14074206155293
ENSG00000048707,ENSG00000048707,-0.421246248696431,3.63530420728223e-05,-4.12951428229702
ENSG00000162496,ENSG00000162496,0.0294269319833236,0.765098948240391,0.298791747203876
ENSG00000179172,ENSG00000179172,-0.904599455880565,1.00794830300835e-18,-8.83422473854949
ENSG00000162493,ENSG00000162493,-0.435962551925005,5.72129751971177e-16,-8.09510926173922
ENSG00000116731,ENSG00000116731,-0.0711016272094412,0.477928150969097,-0.709638802384815
ENSG00000189337,ENSG00000189337,-0.92225897979781,1.72461152902195e-09,-6.0218251449601
ENSG00000171729,ENSG00000171729,-0.176167013350393,0.166206617426203,-1.38449604779127
ENSG00000142621,ENSG00000142621,-0.317490903630977,0.278751751891105,-1.08312768550528
ENSG00000142634,ENSG00000142634,-0.0881851654342869,0.449102981703743,-0.756911338866282
ENSG00000132906,ENSG00000132906,0.383029462461619,0.00127702014305376,3.2210945419591
ENSG00000116138,ENSG00000116138,-0.172866586148886,0.0342641259174715,-2.11694959466014
ENSG00000116771,ENSG00000116771,0.193449312002118,0.484100323253112,0.699722978614893
ENSG00000197312,ENSG00000197312,-0.143320338025155,0.0114404328507475,-2.52894998570213
ENSG00000116786,ENSG00000116786,0.000635618596888591,0.980219030674106,0.0247943086872464
ENSG00000162458,ENSG00000162458,-0.23667356001582,0.000492498469303516,-3.48480355774153
ENSG00000065526,ENSG00000065526,-0.0882554740693985,0.160052431012734,-1.40489524414137
ENSG00000116809,ENSG00000116809,-0.156603291581949,0.164471607733392,-1.39018862157757
ENSG00000186510,ENSG00000186510,-0.931574856725543,0.0403112710955237,-2.05054506275169
ENSG00000142627,ENSG00000142627,-0.479294792699618,0.000203306445348556,-3.71487216776289
ENSG00000142632,ENSG00000142632,-0.629429525184023,6.65142973585282e-11,-6.52831365248983
ENSG00000037637,ENSG00000037637,-0.236395690722814,0.00406316799831794,-2.87321554179675
ENSG00000055070,ENSG00000055070,-0.0690347354632114,0.254890194760454,-1.13855167336549
ENSG00000187144,ENSG00000187144,0.0633482994225129,0.737285988561762,0.335449559099087
ENSG00000157191,ENSG00000157191,0.14092705206537,0.0647545167828655,1.84694910588515
ENSG00000219481,ENSG00000219481,0.00560170583022128,0.950356065341129,0.0622596442261118
ENSG00000058453,ENSG00000058453,0.0134745350795811,0.875777609817336,0.156324037820503
ENSG00000117122,ENSG00000117122,0.307037568546289,8.24207095120535e-15,7.76380173341835
ENSG00000159363,ENSG00000159363,-0.189515492166052,0.0564255014062305,-1.90773480058157
ENSG00000117118,ENSG00000117118,-0.0332346947631711,0.464396558397974,-0.731626517486765
ENSG00000117115,ENSG00000117115,-0.536935492345061,0.0136243365753641,-2.46701837544766
ENSG00000179051,ENSG00000179051,-0.196562031746258,3.91771553622047e-10,-6.25727129921333
ENSG00000074964,ENSG00000074964,-0.167629099453194,0.116579917278054,-1.56929199254082
ENSG00000117154,ENSG00000117154,-0.155351566298829,0.345384328083489,-0.943579977292677
ENSG00000179023,ENSG00000179023,0.0740896815115896,0.536026266881315,0.618833171917944
